Project County,Project City,Gas Utility,Electric Utility,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Location_1_latitude,Location_1_Longitude,Project Completion Year,Project Completion Month,Project Completion Day,Age of Home
Queens,Queens,National Grid,Consolidated Edison,540.0,Natural Gas,1928,800,1,Electric Reduction,Single Family,Building Shell,510.0,0.0,4.584967478670572,0,40.73768,-73.881095,2019,2,18,91
Nassau,Hicksville,National Grid,Long Island Power Authority,6257.0,Oil,1955,1833,1,Home Performance,Single Family,Building Shell,0.0,20.0,6.021023349349527,0,40.76632,-73.52431,2018,4,27,63
Bronx,Bronx,National Grid,Consolidated Edison,618.0,Natural Gas,1950,1097,1,Electric Reduction,Single Family,Building Shell,494.0,1.0,4.634728988229636,0,40.84871,-73.896125,2018,11,27,68
Bronx,Bronx,Consolidated Edison,Consolidated Edison,1614.0,Natural Gas,1996,1330,1,Home Performance,Single Family,Building Shell,510.0,8.0,5.272999558563747,0,40.860615,-73.889285,2018,7,13,22
Fulton,Dolgeville,National Grid,National Grid,4530.0,Natural Gas,1923,2540,1,Home Performance,Single Family,Building Shell,443.0,30.0,5.808142489980444,0,43.10185,-74.77389,2018,8,9,95
Cattaraugus,Allegany,New York State Electric & Gas,National Grid,7456.0,Natural Gas,1970,1500,1,Home Performance,Single Family,Building Shell,510.0,47.0,6.340359303727752,0,42.093498,-78.4904985,2019,1,21,49
Erie,Buffalo,National Fuel Gas Distribution,National Grid,6557.0,Natural Gas,1926,1568,1,Home Performance,Single Family,Building Shell,0.0,54.0,6.253828811575473,0,42.852935,-78.826155,2018,6,14,92
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4240.0,Natural Gas,1953,1359,1,Home Performance,Single Family,Building Shell,0.0,23.0,5.25227342804663,0,43.16463,-77.64152,2019,4,16,66
Westchester,Yonkers,National Grid,Consolidated Edison,569.0,Natural Gas,1952,1326,1,Electric Reduction,Single Family,Building Shell,410.0,1.0,4.5217885770490405,0,40.91925,-73.8973,2018,10,4,66
Bronx,Bronx,National Grid,Consolidated Edison,567.0,Natural Gas,1938,1013,1,Electric Reduction,Single Family,Building Shell,410.0,2.0,4.564348191467836,0,40.874915,-73.867125,2018,10,21,80
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1813.0,Natural Gas,1924,1848,1,Home Performance,Single Family,Building Shell,510.0,7.0,4.653960350157523,0,42.93241,-78.80886,2019,6,28,95
Bronx,Bronx,National Grid,Consolidated Edison,571.0,Natural Gas,1964,992,1,Electric Reduction,Single Family,Building Shell,443.0,0.0,4.442651256490317,0,40.84058,-73.883295,2018,1,23,54
Queens,Queens,National Grid,Consolidated Edison,8999.0,Natural Gas,1944,1764,1,Home Performance,Single Family,Building Shell,510.0,72.0,6.828712071641684,0,40.692835,-73.75811,2019,6,13,75
Nassau,Massapequa,National Grid,Long Island Power Authority,6400.0,Oil,1957,1560,1,Home Performance,Single Family,Building Shell,410.0,34.0,6.61338421837956,0,40.680415,-73.474285,2018,8,13,61
Jefferson,Dexter,National Grid,National Grid,3782.0,Electric,1963,950,1,Home Performance,Single Family,Building Shell,443.0,10.0,5.8289456176102075,0,44.00736,-76.044555,2018,12,26,55
Queens,Queens,Consolidated Edison,Consolidated Edison,5304.0,Natural Gas,1954,1480,1,Home Performance,Single Family,Building Shell,510.0,36.0,6.565264970035361,0,40.73932,-73.791295,2018,2,27,64
Rensselaer,Troy,National Grid,National Grid,3619.0,Natural Gas,1939,989,1,Home Performance,Single Family,Building Shell,510.0,16.0,5.204006687076795,0,42.72628,-73.688825,2019,7,2,80
Wayne,Sodus,Rochester Gas & Electric,Rochester Gas & Electric,2129.0,Natural Gas,1933,2025,1,Home Performance,Single Family,Building Shell,510.0,17.0,5.420534999272286,0,43.23611,-77.06489,2019,1,10,86
Orange,Cornwall,Central Hudson Gas & Electric,Central Hudson Gas & Electric,5284.0,Electric,1971,1180,1,Home Performance,Single Family,Building Shell,4317.0,0.0,6.3818160174060985,0,41.4371217,-74.0363544,2018,11,27,47
Onondaga,Baldwinsville,National Grid,National Grid,6457.0,Natural Gas,1953,1057,1,Home Performance,Single Family,Building Shell,510.0,46.0,6.19644412779452,0,43.18518,-76.29835,2018,4,10,65
Jefferson,Antwerp,Saint Lawrence Gas,National Grid,7428.0,Natural Gas,1921,2120,1,Home Performance,Single Family,Building Shell,510.0,88.0,7.3938782901077555,0,44.19792,-75.61226,2018,7,16,97
Onondaga,Jordan,New York State Electric & Gas,New York State Electric & Gas,2177.0,Natural Gas,1871,1040,1,Home Performance,Single Family,Building Shell,0.0,11.0,4.59511985013459,0,43.065445,-76.47287,2019,1,15,148
Oneida,Utica,National Grid,National Grid,6300.0,Natural Gas,1951,1688,1,Home Performance,Single Family,Building Shell,1213.0,33.0,6.156978985585555,0,43.1010822,-75.2472726,2018,11,6,67
Tioga,Spencer,New York State Electric & Gas,New York State Electric & Gas,3739.0,Propane,1971,800,1,Home Performance,Single Family,Building Shell,510.0,18.0,6.51471269087253,0,42.214075,-76.496295,2019,5,15,48
Onondaga,Syracuse,National Grid,National Grid,3350.0,Natural Gas,1997,1200,1,Home Performance,Single Family,Building Shell,510.0,25.0,5.746203190540153,0,43.05118,-76.166155,2018,7,5,21
Onondaga,Syracuse,National Grid,National Grid,5587.0,Natural Gas,1956,1320,1,Home Performance,Single Family,Building Shell,410.0,27.0,5.5909869805108565,0,43.098975,-76.14528,2019,6,6,63
Cattaraugus,Hinsdale,National Fuel Gas Distribution,National Grid,4441.0,Oil,1906,2187,1,Home Performance,Single Family,Building Shell,1059.0,44.0,7.029087564149662,0,42.168955,-78.38971,2018,8,16,112
Oswego,Parish,National Grid,National Grid,9488.0,Propane,2000,980,1,Home Performance,Mobile,Building Shell,54.0,41.0,7.693481640835175,0,43.405285,-76.121125,2018,12,20,18
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3789.0,Natural Gas,1967,1000,1,Home Performance,Single Family,Building Shell,510.0,29.0,5.82600010738045,0,43.16463,-77.64152,2018,3,20,51
Schenectady,Niskayuna,National Grid,National Grid,5947.0,Natural Gas,1938,2190,1,Home Performance,Single Family,Building Shell,510.0,55.0,6.343880434126331,0,42.80678,-73.89929,2019,1,17,81
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,4474.0,Natural Gas,1940,1024,1,Home Performance,Single Family,Building Shell,0.0,23.0,5.5093883366279774,0,42.1013048,-75.9083125,2018,8,20,78
Genesee,Le Roy,Rochester Gas & Electric,National Grid,2055.0,Natural Gas,1903,1488,1,Home Performance,Single Family,Building Shell,368.0,10.0,5.0238805208462765,0,42.976665,-77.987555,2019,6,3,116
Chautauqua,Jamestown,National Fuel Gas Distribution,Municipal,4482.0,Natural Gas,1931,1248,1,Home Performance,Single Family,Building Shell,0.0,31.0,5.820082930352362,0,42.099115,-79.238355,2019,2,11,88
Erie,Buffalo,National Fuel Gas Distribution,National Grid,5474.0,Natural Gas,1932,1318,1,Home Performance,Single Family,Building Shell,1357.0,41.0,6.371611847231857,0,42.90832,-78.83677,2018,11,9,86
Tompkins,Ithaca,New York State Electric & Gas,New York State Electric & Gas,5007.0,Natural Gas,1986,980,1,Home Performance,Mobile,Building Shell,0.0,49.0,6.240275845170769,0,42.444575,-76.5001,2018,6,11,32
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4805.0,Natural Gas,1931,1530,1,Home Performance,Single Family,Building Shell,510.0,48.0,6.274762021241939,0,43.181935,-77.60976,2018,10,9,87
Erie,Buffalo,National Fuel Gas Distribution,National Grid,7079.0,Natural Gas,1926,1368,1,Home Performance,Single Family,Building Shell,301.0,78.0,6.672032945461067,0,42.93241,-78.80886,2018,1,26,92
New York,New York,National Grid,Consolidated Edison,351.0,Natural Gas,1986,800,1,Electric Reduction,Single Family,Building Shell,158.0,0.0,3.5263605246161616,0,40.83752,-73.94245,2018,2,27,32
Bronx,Bronx,National Grid,Consolidated Edison,564.0,Natural Gas,1962,988,1,Electric Reduction,Single Family,Building Shell,393.0,0.0,4.5217885770490405,0,40.860615,-73.889285,2019,3,21,57
Dutchess,Pleasant Valley,Central Hudson Gas & Electric,Central Hudson Gas & Electric,7078.0,Oil,1985,1400,1,Home Performance,Mobile,Building Shell,810.0,39.0,6.739336627357174,0,41.7494159,-73.8286379,2019,7,15,34
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4435.0,Natural Gas,1942,800,1,Home Performance,Single Family,Building Shell,208.0,36.0,5.926926025970411,0,42.93241,-78.80886,2018,10,29,76
Ontario,Geneva,New York State Electric & Gas,New York State Electric & Gas,2515.0,Natural Gas,1948,1156,1,Home Performance,Single Family,Building Shell,494.0,5.0,4.584967478670572,0,42.87351,-76.983615,2018,8,27,70
Tioga,Owego,New York State Electric & Gas,New York State Electric & Gas,6675.0,Natural Gas,1972,1119,1,Home Performance,Mobile,Building Shell,301.0,29.0,5.739792912179234,0,42.105545,-76.26612,2019,6,17,47
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2080.0,Natural Gas,1974,1710,1,Home Performance,Single Family,Building Shell,460.0,6.0,4.68213122712422,0,43.1094664,-77.7448848,2018,10,16,44
Queens,Queens,National Grid,Consolidated Edison,6537.0,Natural Gas,1933,2608,1,Home Performance,Single Family,Building Shell,368.0,45.0,6.51471269087253,0,40.709695,-73.73622,2018,12,6,85
Genesee,Corfu,National Fuel Gas Distribution,National Grid,2160.0,Propane,1973,1218,1,Home Performance,Single Family,Building Shell,510.0,3.0,4.795790545596741,0,42.960295,-78.404455,2018,9,11,45
Erie,Buffalo,National Fuel Gas Distribution,National Grid,5804.0,Natural Gas,1941,1324,1,Home Performance,Single Family,Building Shell,510.0,56.0,6.416732282512326,0,42.90832,-78.83677,2018,5,18,77
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1449.0,Natural Gas,1931,1870,1,Home Performance,Single Family,Building Shell,1124.0,0.0,4.836281906951478,0,43.15242,-77.6379,2018,5,18,87
Oneida,Utica,National Grid,National Grid,6606.0,Natural Gas,1927,1382,1,Home Performance,Single Family,Building Shell,107.0,31.0,5.71042701737487,0,43.09528,-75.22754,2019,3,28,92
Kings,Brooklyn,National Grid,Consolidated Edison,1178.0,Natural Gas,1961,3930,1,Home Performance,Single Family,Building Shell,807.0,5.0,5.389071729816501,0,40.632085,-73.99876,2019,5,28,58
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4093.0,Natural Gas,1903,1010,1,Home Performance,Single Family,Building Shell,443.0,28.0,5.799092654460526,0,43.15242,-77.6379,2019,5,31,116
Queens,Queens,National Grid,Consolidated Edison,5006.0,Natural Gas,1963,3267,1,Home Performance,Single Family,Building Shell,848.0,24.0,6.175867270105761,0,40.662075,-73.7349,2018,12,3,55
Franklin,Moira,National Grid,National Grid,3560.0,Oil,1911,1740,1,Home Performance,Single Family,Building Shell,510.0,33.0,6.628041376179533,0,44.8206904,-74.5602555,2018,8,2,107
Wayne,Macedon,Rochester Gas & Electric,Rochester Gas & Electric,4108.0,Natural Gas,1916,2656,1,Home Performance,Single Family,Building Shell,510.0,17.0,5.424950017481403,0,43.0644068,-77.31804,2018,9,24,102
Chenango,Norwich,New York State Electric & Gas,New York State Electric & Gas,6213.0,Natural Gas,1931,1518,1,Home Performance,Single Family,Building Shell,0.0,30.0,6.476972362889683,0,42.5311852,-75.521324,2018,8,2,87
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3649.0,Natural Gas,1901,1714,1,Home Performance,Single Family,Building Shell,510.0,37.0,6.059123195581797,0,43.179715,-77.63689,2018,1,4,117
Erie,Buffalo,National Fuel Gas Distribution,National Grid,6825.0,Natural Gas,1934,2024,1,Home Performance,Single Family,Building Shell,259.0,44.0,5.8522024797744745,0,42.89563,-78.88275,2019,7,22,85
Kings,Brooklyn,National Grid,Consolidated Edison,6804.0,Natural Gas,1928,1188,1,Home Performance,Single Family,Building Shell,1017.0,55.0,7.02108396428914,0,40.602305,-73.94562,2018,5,22,90
Fulton,Dolgeville,National Grid,National Grid,5681.0,Natural Gas,1946,1944,1,Home Performance,Single Family,Building Shell,0.0,52.0,6.07073772800249,0,43.10185,-74.77389,2019,7,22,73
Montgomery,Amsterdam,National Grid,National Grid,3132.0,Oil,1962,1921,1,Home Performance,Single Family,Building Shell,0.0,20.0,5.19295685089021,0,42.94523,-74.19217,2019,1,10,57
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5730.0,Natural Gas,1948,1248,1,Home Performance,Single Family,Building Shell,0.0,37.0,5.733341276897746,0,43.165865,-77.56504,2019,8,12,71
Jefferson,Mannsville,National Grid,National Grid,4613.0,Natural Gas,1905,2100,1,Home Performance,Single Family,Building Shell,510.0,26.0,5.730099782973574,0,43.709988,-76.0661317,2018,5,11,113
Chautauqua,Ripley,National Fuel Gas Distribution,National Grid,2382.0,Natural Gas,1996,1068,1,Home Performance,Mobile,Building Shell,510.0,6.0,4.8283137373023015,0,42.26388,-79.70987,2018,4,27,22
Erie,Buffalo,National Fuel Gas Distribution,National Grid,2829.0,Natural Gas,1905,1444,1,Home Performance,Single Family,Building Shell,208.0,23.0,5.2574953720277815,0,42.90832,-78.83677,2019,7,26,114
Sullivan,Mountaindale,New York State Electric & Gas,New York State Electric & Gas,7103.0,Propane,1998,1680,1,Home Performance,Single Family,Building Shell,0.0,39.0,6.376726947898627,0,41.69341,-74.53633,2018,1,19,20
Herkimer,Herkimer,National Grid,National Grid,4280.0,Natural Gas,1960,1642,1,Home Performance,Single Family,Building Shell,393.0,50.0,6.230481447578482,0,43.026475,-74.98912,2018,8,30,58
Onondaga,Clay,National Grid,National Grid,2232.0,Natural Gas,1940,1880,1,Home Performance,Single Family,Building Shell,0.0,18.0,4.990432586778736,0,43.1635353,-76.1433636,2019,8,22,79
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2970.0,Natural Gas,1928,1280,1,Home Performance,Single Family,Building Shell,368.0,42.0,6.118097198041348,0,43.179715,-77.63689,2018,7,30,90
Lewis,Castorland,New York State Electric & Gas,National Grid,8258.0,Oil,1935,1724,1,Home Performance,Single Family,Building Shell,510.0,153.0,8.112827478751374,0,43.88368,-75.438475,2019,7,26,84
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1899.0,Natural Gas,1933,950,1,Home Performance,Single Family,Building Shell,510.0,10.0,4.897839799950911,0,43.181935,-77.60976,2019,5,31,86
Washington,Cossayuna,National Grid,National Grid,7364.0,Oil,1956,2260,1,Home Performance,Single Family,Building Shell,0.0,40.0,6.594413459749778,0,43.186087775,-73.411981777,2019,4,11,63
Kings,Brooklyn,National Grid,Consolidated Edison,3844.0,Natural Gas,1928,1582,1,Home Performance,Single Family,Building Shell,0.0,25.0,5.808142489980444,0,40.61463,-73.923985,2019,3,28,91
Cortland,Marathon,New York State Electric & Gas,New York State Electric & Gas,1543.0,Propane,1981,1440,1,Home Performance,Mobile,Building Shell,393.0,4.0,4.990432586778736,0,42.4415195,-76.0365452,2018,8,13,37
Onondaga,Syracuse,National Grid,National Grid,6191.0,Natural Gas,1943,1472,1,Home Performance,Single Family,Building Shell,510.0,80.0,6.738152494595957,0,43.047035,-76.108085,2018,8,23,75
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4960.0,Natural Gas,1936,2001,1,Home Performance,Single Family,Building Shell,510.0,58.0,6.295266001439646,0,43.13596,-77.64898,2019,4,25,83
Oswego,Mexico,National Grid,National Grid,6772.0,Wood,1976,1090,1,Home Performance,Single Family,Building Shell,510.0,43.0,6.230481447578482,0,43.4597287,-76.2326051,2018,11,9,42
Niagara,Wilson,National Fuel Gas Distribution,National Grid,2715.0,Natural Gas,1938,2280,1,Home Performance,Single Family,Building Shell,0.0,22.0,5.384495062789089,0,43.3121449,-78.8272672,2019,3,7,81
Richmond,Staten Island,National Grid,Consolidated Edison,5305.0,Natural Gas,1946,1768,1,Home Performance,Single Family,Building Shell,510.0,30.0,6.1224928095143865,0,40.629785,-74.15542,2019,5,2,73
Erie,Williamsville,National Fuel Gas Distribution,National Grid,2664.0,Natural Gas,1935,1762,1,Home Performance,Single Family,Building Shell,510.0,24.0,5.723585101952381,0,42.962926152,-78.742155534,2018,2,27,83
Bronx,Bronx,National Grid,Consolidated Edison,519.0,Natural Gas,1966,913,1,Electric Reduction,Single Family,Building Shell,301.0,0.0,4.07753744390572,0,40.830565,-73.872895,2019,3,4,53
Wayne,Clyde,New York State Electric & Gas,New York State Electric & Gas,2600.0,Oil,1970,1590,1,Home Performance,Mobile,Building Shell,510.0,14.0,5.627621113690637,0,43.084355,-76.87006,2019,3,18,49
Oneida,Utica,National Grid,National Grid,5079.0,Natural Gas,1956,1008,1,Home Performance,Single Family,Building Shell,973.0,23.0,5.683579767338681,0,43.1010822,-75.2472726,2019,4,22,63
Westchester,New Rochelle,Consolidated Edison,Consolidated Edison,6479.0,Natural Gas,1961,2600,1,Home Performance,Single Family,Building Shell,1001.0,31.0,6.349138991379798,0,40.9363472,-73.7925069,2019,6,13,58
Niagara,Burt,New York State Electric & Gas,National Grid,5467.0,Natural Gas,1931,1365,1,Home Performance,Single Family,Building Shell,510.0,10.0,5.030437921392435,0,43.3184626,-78.7130158,2019,5,31,88
Chautauqua,Cherry Creek,New York State Electric & Gas,New York State Electric & Gas,2996.0,Natural Gas,1929,1796,1,Home Performance,Single Family,Building Shell,510.0,13.0,5.594711379601839,0,42.296335,-79.098765,2018,3,9,89
Kings,Brooklyn,Consolidated Edison,Consolidated Edison,687.0,Natural Gas,1967,1076,1,Electric Reduction,Single Family,Building Shell,510.0,0.0,4.584967478670572,0,40.626385,-73.942945,2018,7,2,51
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,8445.0,Natural Gas,1929,1752,1,Home Performance,Single Family,Building Shell,0.0,62.0,6.473890696352274,0,42.10765,-75.937145,2019,1,7,90
Queens,Queens,National Grid,Consolidated Edison,7001.0,Natural Gas,1963,1848,1,Home Performance,Single Family,Building Shell,1523.0,54.0,6.912742820493176,0,40.67144,-73.81526,2018,7,23,55
Kings,Brooklyn,National Grid,Consolidated Edison,4063.0,Natural Gas,1928,2754,1,Home Performance,Single Family,Building Shell,460.0,16.0,5.683579767338681,0,40.67584,-73.87789,2018,10,29,90
Orleans,Holley,New York State Electric & Gas,National Grid,7033.0,Propane,1996,1316,1,Home Performance,Mobile,Building Shell,510.0,33.0,6.703188113240863,0,43.22645,-78.028295,2019,8,2,23
Wayne,Palmyra,New York State Electric & Gas,New York State Electric & Gas,6346.0,Oil,1854,2040,1,Home Performance,Single Family,Building Shell,510.0,38.0,6.98933526597456,0,43.06067,-77.22958,2018,1,16,164
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1811.0,Natural Gas,1988,1040,1,Home Performance,Single Family,Building Shell,510.0,3.0,4.605170185988092,0,42.8937408,-78.83448,2018,1,29,30
Erie,West Seneca,National Fuel Gas Distribution,New York State Electric & Gas,4277.0,Natural Gas,1956,2091,1,Home Performance,Single Family,Building Shell,510.0,38.0,6.018593214496234,0,42.835045,-78.753835,2019,5,28,63
Oneida,Utica,National Grid,National Grid,4283.0,Natural Gas,1950,876,1,Home Performance,Single Family,Building Shell,301.0,44.0,6.102558594613569,0,43.09528,-75.22754,2018,7,23,68
Broome,Kirkwood,New York State Electric & Gas,New York State Electric & Gas,1653.0,Kerosene,1986,800,1,Home Performance,Mobile,Building Shell,519.0,15.0,6.037870919922137,0,42.0945307,-75.8160477,2019,2,25,33
